Model,File Name,Row_0%,Row_1%,Row_2%,Col_0%,Col_1%,Col_2%
THUDM_glm-4-9b-chat,demographic_0005_choices.csv,26.67,33.33,40,20,46.67,33.33
THUDM_glm-4-9b-chat,demographic_0006_choices.csv,40,33.33,26.67,13.33,53.33,33.33
THUDM_glm-4-9b-chat,demographic_0007_choices.csv,13.33,46.67,40,33.33,46.67,20
THUDM_glm-4-9b-chat,demographic_0008_choices.csv,26.67,26.67,46.67,13.33,46.67,40
THUDM_glm-4-9b-chat,demographic_0009_choices.csv,7.14,42.86,50,42.86,28.57,28.57
THUDM_glm-4-9b-chat,demographic_0010_choices.csv,20,53.33,26.67,20,60,20
THUDM_glm-4-9b-chat,demographic_0011_choices.csv,14.29,57.14,28.57,28.57,14.29,57.14
THUDM_glm-4-9b-chat,demographic_0012_choices.csv,20,53.33,26.67,13.33,53.33,33.33
THUDM_glm-4-9b-chat,demographic_0013_choices.csv,33.33,20,46.67,0,46.67,53.33
THUDM_glm-4-9b-chat,demographic_0014_choices.csv,42.86,28.57,28.57,21.43,35.71,42.86
THUDM_glm-4-9b-chat,demographic_0015_choices.csv,14.29,50,35.71,14.29,57.14,28.57
THUDM_glm-4-9b-chat,demographic_0016_choices.csv,20,20,60,20,60,20
THUDM_glm-4-9b-chat,demographic_0017_choices.csv,28.57,21.43,50,14.29,64.29,21.43
THUDM_glm-4-9b-chat,demographic_0018_choices.csv,20,53.33,26.67,6.67,40,53.33
THUDM_glm-4-9b-chat,demographic_0019_choices.csv,46.67,33.33,20,26.67,46.67,26.67
THUDM_glm-4-9b-chat,demographic_0020_choices.csv,33.33,46.67,20,40,46.67,13.33
THUDM_glm-4-9b-chat,demographic_0021_choices.csv,6.67,60,33.33,20,53.33,26.67
THUDM_glm-4-9b-chat,demographic_0022_choices.csv,26.67,46.67,26.67,13.33,60,26.67
THUDM_glm-4-9b-chat,demographic_0023_choices.csv,26.67,40,33.33,20,53.33,26.67
THUDM_glm-4-9b-chat,demographic_0024_choices.csv,23.08,23.08,53.85,7.69,53.85,38.46
THUDM_glm-4-9b-chat,demographic_0025_choices.csv,30.77,53.85,15.38,30.77,53.85,15.38
THUDM_glm-4-9b-chat,demographic_0026_choices.csv,20,40,40,20,46.67,33.33
THUDM_glm-4-9b-chat,demographic_0027_choices.csv,64.29,14.29,21.43,14.29,35.71,50
THUDM_glm-4-9b-chat,demographic_0028_choices.csv,33.33,46.67,20,26.67,46.67,26.67
THUDM_glm-4-9b-chat,demographic_0029_choices.csv,35.71,35.71,28.57,21.43,50,28.57
THUDM_glm-4-9b-chat,demographic_0030_choices.csv,20,53.33,26.67,13.33,66.67,20
THUDM_glm-4-9b-chat,demographic_0031_choices.csv,35.71,28.57,35.71,21.43,28.57,50
THUDM_glm-4-9b-chat,demographic_0032_choices.csv,6.67,46.67,46.67,26.67,33.33,40
THUDM_glm-4-9b-chat,demographic_0033_choices.csv,26.67,26.67,46.67,20,40,40
THUDM_glm-4-9b-chat,demographic_0034_choices.csv,33.33,46.67,20,33.33,46.67,20
THUDM_glm-4-9b-chat,demographic_0035_choices.csv,13.33,40,46.67,13.33,46.67,40
THUDM_glm-4-9b-chat,demographic_0036_choices.csv,33.33,13.33,53.33,20,46.67,33.33
THUDM_glm-4-9b-chat,demographic_0037_choices.csv,28.57,35.71,35.71,35.71,57.14,7.14
THUDM_glm-4-9b-chat,demographic_0038_choices.csv,20,46.67,33.33,20,46.67,33.33
THUDM_glm-4-9b-chat,demographic_0039_choices.csv,33.33,46.67,20,6.67,66.67,26.67
THUDM_glm-4-9b-chat,demographic_0040_choices.csv,6.67,60,33.33,20,46.67,33.33
THUDM_glm-4-9b-chat,demographic_0041_choices.csv,20,40,40,6.67,46.67,46.67
THUDM_glm-4-9b-chat,demographic_0042_choices.csv,14.29,42.86,42.86,42.86,21.43,35.71
THUDM_glm-4-9b-chat,demographic_0043_choices.csv,26.67,33.33,40,6.67,46.67,46.67
THUDM_glm-4-9b-chat,demographic_0044_choices.csv,14.29,42.86,42.86,21.43,64.29,14.29
THUDM_glm-4-9b-chat,demographic_0045_choices.csv,20,40,40,6.67,46.67,46.67
THUDM_glm-4-9b-chat,demographic_0046_choices.csv,33.33,46.67,20,33.33,40,26.67
THUDM_glm-4-9b-chat,demographic_0047_choices.csv,26.67,46.67,26.67,13.33,53.33,33.33
THUDM_glm-4-9b-chat,demographic_0048_choices.csv,15.38,76.92,7.69,7.69,46.15,46.15
THUDM_glm-4-9b-chat,demographic_0049_choices.csv,21.43,50,28.57,42.86,21.43,35.71
THUDM_glm-4-9b-chat,demographic_0050_choices.csv,20,53.33,26.67,26.67,33.33,40
THUDM_glm-4-9b-chat,demographic_0051_choices.csv,14.29,50,35.71,21.43,64.29,14.29
THUDM_glm-4-9b-chat,demographic_0052_choices.csv,33.33,46.67,20,20,33.33,46.67
THUDM_glm-4-9b-chat,demographic_0053_choices.csv,13.33,46.67,40,20,26.67,53.33
THUDM_glm-4-9b-chat,demographic_0054_choices.csv,33.33,33.33,33.33,6.67,46.67,46.67
THUDM_glm-4-9b-chat,demographic_0055_choices.csv,20,60,20,46.67,20,33.33
THUDM_glm-4-9b-chat,demographic_0056_choices.csv,26.67,46.67,26.67,33.33,40,26.67
THUDM_glm-4-9b-chat,demographic_0057_choices.csv,53.33,26.67,20,20,53.33,26.67
THUDM_glm-4-9b-chat,demographic_0058_choices.csv,28.57,35.71,35.71,7.14,64.29,28.57
THUDM_glm-4-9b-chat,demographic_0059_choices.csv,6.67,40,53.33,20,33.33,46.67
THUDM_glm-4-9b-chat,demographic_0060_choices.csv,13.33,46.67,40,13.33,66.67,20
THUDM_glm-4-9b-chat,demographic_0061_choices.csv,26.67,40,33.33,20,40,40
THUDM_glm-4-9b-chat,demographic_0062_choices.csv,21.43,42.86,35.71,0,78.57,21.43
THUDM_glm-4-9b-chat,demographic_0063_choices.csv,30.77,38.46,30.77,46.15,30.77,23.08
THUDM_glm-4-9b-chat,demographic_0064_choices.csv,33.33,26.67,40,6.67,40,53.33
THUDM_glm-4-9b-chat,demographic_0065_choices.csv,6.67,60,33.33,33.33,33.33,33.33
THUDM_glm-4-9b-chat,demographic_0066_choices.csv,20,53.33,26.67,26.67,66.67,6.67
THUDM_glm-4-9b-chat,demographic_0067_choices.csv,26.67,46.67,26.67,20,40,40
THUDM_glm-4-9b-chat,demographic_0068_choices.csv,40,33.33,26.67,6.67,40,53.33
THUDM_glm-4-9b-chat,demographic_0069_choices.csv,26.67,46.67,26.67,20,53.33,26.67
THUDM_glm-4-9b-chat,demographic_0070_choices.csv,42.86,35.71,21.43,28.57,57.14,14.29
THUDM_glm-4-9b-chat,demographic_0071_choices.csv,33.33,53.33,13.33,20,53.33,26.67
THUDM_glm-4-9b-chat,demographic_0072_choices.csv,13.33,86.67,0,26.67,66.67,6.67
THUDM_glm-4-9b-chat,demographic_0073_choices.csv,26.67,46.67,26.67,13.33,46.67,40
THUDM_glm-4-9b-chat,demographic_0074_choices.csv,20,53.33,26.67,33.33,40,26.67
THUDM_glm-4-9b-chat,demographic_0075_choices.csv,20,40,40,6.67,86.67,6.67
THUDM_glm-4-9b-chat,demographic_0076_choices.csv,7.14,57.14,35.71,14.29,50,35.71
THUDM_glm-4-9b-chat,demographic_0077_choices.csv,21.43,50,28.57,21.43,50,28.57
THUDM_glm-4-9b-chat,demographic_0078_choices.csv,13.33,40,46.67,6.67,33.33,60
THUDM_glm-4-9b-chat,demographic_0079_choices.csv,26.67,40,33.33,26.67,46.67,26.67
THUDM_glm-4-9b-chat,demographic_0080_choices.csv,40,26.67,33.33,20,33.33,46.67
THUDM_glm-4-9b-chat,demographic_0081_choices.csv,21.43,57.14,21.43,35.71,21.43,42.86
THUDM_glm-4-9b-chat,demographic_0082_choices.csv,42.86,28.57,28.57,28.57,35.71,35.71
THUDM_glm-4-9b-chat,demographic_0083_choices.csv,33.33,53.33,13.33,40,40,20
THUDM_glm-4-9b-chat,demographic_0084_choices.csv,6.67,66.67,26.67,26.67,60,13.33
THUDM_glm-4-9b-chat,demographic_0085_choices.csv,21.43,28.57,50,7.14,42.86,50
THUDM_glm-4-9b-chat,demographic_0086_choices.csv,38.46,30.77,30.77,30.77,61.54,7.69
THUDM_glm-4-9b-chat,demographic_0087_choices.csv,26.67,66.67,6.67,26.67,46.67,26.67
THUDM_glm-4-9b-chat,demographic_0088_choices.csv,13.33,40,46.67,26.67,40,33.33
THUDM_glm-4-9b-chat,demographic_0089_choices.csv,15.38,53.85,30.77,23.08,61.54,15.38
THUDM_glm-4-9b-chat,demographic_0090_choices.csv,33.33,20,46.67,20,46.67,33.33
THUDM_glm-4-9b-chat,demographic_0091_choices.csv,6.67,40,53.33,20,60,20
THUDM_glm-4-9b-chat,demographic_0092_choices.csv,53.33,40,6.67,13.33,40,46.67
THUDM_glm-4-9b-chat,demographic_0093_choices.csv,20,73.33,6.67,6.67,53.33,40
THUDM_glm-4-9b-chat,demographic_0094_choices.csv,20,26.67,53.33,13.33,66.67,20
THUDM_glm-4-9b-chat,demographic_0095_choices.csv,21.43,42.86,35.71,0,71.43,28.57
THUDM_glm-4-9b-chat,demographic_0096_choices.csv,40,33.33,26.67,20,53.33,26.67
THUDM_glm-4-9b-chat,demographic_0097_choices.csv,26.67,53.33,20,26.67,46.67,26.67
THUDM_glm-4-9b-chat,demographic_0098_choices.csv,26.67,46.67,26.67,13.33,53.33,33.33
THUDM_glm-4-9b-chat,demographic_0099_choices.csv,6.67,40,53.33,20,46.67,33.33
THUDM_glm-4-9b-chat,demographic_0100_choices.csv,28.57,35.71,35.71,28.57,64.29,7.14
THUDM_glm-4-9b-chat,demographic_0101_choices.csv,13.33,53.33,33.33,26.67,40,33.33
THUDM_glm-4-9b-chat,demographic_0102_choices.csv,33.33,26.67,40,26.67,40,33.33
THUDM_glm-4-9b-chat,demographic_0103_choices.csv,21.43,42.86,35.71,28.57,28.57,42.86
THUDM_glm-4-9b-chat,demographic_0104_choices.csv,20,33.33,46.67,26.67,40,33.33
THUDM_glm-4-9b-chat,demographic_0105_choices.csv,14.29,57.14,28.57,14.29,50,35.71
granite3.1-moe:3b-CoT,NA,44,32,24,44,32,24
granite3.1-moe:3b-CoT,NA,46,28,26,46,28,26
granite3.1-moe:3b-CoT,NA,48,12,40,48,12,40
granite3.1-moe:3b-CoT,NA,32,36,32,32,36,32
granite3.1-moe:3b-CoT,NA,56,24,20,56,24,20
granite3.1-moe:3b-CoT,NA,46,26,28,46,26,28
granite3.1-moe:3b-CoT,NA,64,10,26,64,10,26
granite3.1-moe:3b-CoT,NA,52,18,30,52,18,30
granite3.1-moe:3b-CoT,NA,56,18,26,56,18,26
granite3.1-moe:3b-CoT,NA,50,18,32,50,18,32
granite3.1-moe:3b-CoT,NA,58,24,18,58,24,18
granite3.1-moe:3b-CoT,NA,58,28,14,58,28,14
granite3.1-moe:3b-CoT,NA,50,24,26,50,24,26
granite3.1-moe:3b-CoT,NA,46,16,38,46,16,38
granite3.1-moe:3b-CoT,NA,48,14,38,48,14,38
granite3.1-moe:3b-CoT,NA,54,22,24,54,22,24
granite3.1-moe:3b-CoT,NA,54,24,22,54,24,22
granite3.1-moe:3b-CoT,NA,42,28,30,42,28,30
granite3.1-moe:3b-CoT,NA,36,26,38,36,26,38
granite3.1-moe:3b-CoT,NA,42,20,38,42,20,38
granite3.1-moe:3b-CoT,NA,46,26,28,46,26,28
granite3.1-moe:3b-CoT,NA,52,12,36,52,12,36
granite3.1-moe:3b-CoT,NA,56,16,28,56,16,28
granite3.1-moe:3b-CoT,NA,60,22,18,60,22,18
granite3.1-moe:3b-CoT,NA,62,16,22,62,16,22
granite3.1-moe:3b-CoT,NA,58,10,32,58,10,32
granite3.1-moe:3b-CoT,NA,56,22,22,56,22,22
granite3.1-moe:3b-CoT,NA,64,12,24,64,12,24
granite3.1-moe:3b-CoT,NA,54,16,30,54,16,30
granite3.1-moe:3b-CoT,NA,58,24,18,58,24,18
granite3.1-moe:3b-CoT,NA,46,10,44,46,10,44
granite3.1-moe:3b-CoT,NA,50,20,30,50,20,30
granite3.1-moe:3b-CoT,NA,62,16,22,62,16,22
granite3.1-moe:3b-CoT,NA,56,12,32,56,12,32
granite3.1-moe:3b-CoT,NA,64,18,18,64,18,18
granite3.1-moe:3b-CoT,NA,56,20,24,56,20,24
granite3.1-moe:3b-CoT,NA,46,14,40,46,14,40
granite3.1-moe:3b-CoT,NA,58,20,22,58,20,22
granite3.1-moe:3b-CoT,NA,52,18,30,52,18,30
granite3.1-moe:3b-CoT,NA,46,22,32,46,22,32
granite3.1-moe:3b-CoT,NA,42,32,26,42,32,26
granite3.1-moe:3b-CoT,NA,46,18,36,46,18,36
granite3.1-moe:3b-CoT,NA,64,12,24,64,12,24
granite3.1-moe:3b-CoT,NA,42,26,32,42,26,32
granite3.1-moe:3b-CoT,NA,56,14,30,56,14,30
granite3.1-moe:3b-CoT,NA,42,30,28,42,30,28
granite3.1-moe:3b-CoT,NA,62,22,16,62,22,16
granite3.1-moe:3b-CoT,NA,56,22,22,56,22,22
granite3.1-moe:3b-CoT,NA,50,16,34,50,16,34
granite3.1-moe:3b-CoT,NA,62,22,16,62,22,16
granite3.1-moe:3b-CoT,NA,44,12,44,44,12,44
granite3.1-moe:3b-CoT,NA,56,22,22,56,22,22
granite3.1-moe:3b-CoT,NA,52,20,28,52,20,28
granite3.1-moe:3b-CoT,NA,50,34,16,50,34,16
granite3.1-moe:3b-CoT,NA,54,12,34,54,12,34
granite3.1-moe:3b-CoT,NA,54,20,26,54,20,26
granite3.1-moe:3b-CoT,NA,56,12,32,56,12,32
granite3.1-moe:3b-CoT,NA,58,18,24,58,18,24
granite3.1-moe:3b-CoT,NA,50,24,26,50,24,26
granite3.1-moe:3b-CoT,NA,56,22,22,56,22,22
granite3.1-moe:3b-CoT,NA,46,16,38,46,16,38
granite3.1-moe:3b-CoT,NA,42,22,36,42,22,36
granite3.1-moe:3b-CoT,NA,42,36,22,42,36,22
granite3.1-moe:3b-CoT,NA,50,26,24,50,26,24
granite3.1-moe:3b-CoT,NA,46,22,32,46,22,32
granite3.1-moe:3b-CoT,NA,48,18,34,48,18,34
granite3.1-moe:3b-CoT,NA,78,2,20,78,2,20
granite3.1-moe:3b-CoT,NA,60,16,24,60,16,24
granite3.1-moe:3b-CoT,NA,52,18,30,52,18,30
granite3.1-moe:3b-CoT,NA,44,24,32,44,24,32
granite3.1-moe:3b-CoT,NA,56,16,28,56,16,28
granite3.1-moe:3b-CoT,NA,62,18,20,62,18,20
granite3.1-moe:3b-CoT,NA,64,12,24,64,12,24
granite3.1-moe:3b-CoT,NA,56,14,30,56,14,30
granite3.1-moe:3b-CoT,NA,48,14,38,48,14,38
granite3.1-moe:3b-CoT,NA,44,28,28,44,28,28
granite3.1-moe:3b-CoT,NA,48,18,34,48,18,34
granite3.1-moe:3b-CoT,NA,48,26,26,48,26,26
granite3.1-moe:3b-CoT,NA,50,22,28,50,22,28
granite3.1-moe:3b-CoT,NA,50,16,34,50,16,34
granite3.1-moe:3b-CoT,NA,48,16,36,48,16,36
granite3.1-moe:3b-CoT,NA,62,22,16,62,22,16
granite3.1-moe:3b-CoT,NA,58,18,24,58,18,24
granite3.1-moe:3b-CoT,NA,48,12,40,48,12,40
granite3.1-moe:3b-CoT,NA,48,30,22,48,30,22
granite3.1-moe:3b-CoT,NA,62,18,20,62,18,20
granite3.1-moe:3b-CoT,NA,46,24,30,46,24,30
granite3.1-moe:3b-CoT,NA,46,32,22,46,32,22
granite3.1-moe:3b-CoT,NA,48,22,30,48,22,30
granite3.1-moe:3b-CoT,NA,64,8,28,64,8,28
granite3.1-moe:3b-CoT,NA,50,20,30,50,20,30
granite3.1-moe:3b-CoT,NA,50,22,28,50,22,28
granite3.1-moe:3b-CoT,NA,56,14,30,56,14,30
granite3.1-moe:3b-CoT,NA,58,22,20,58,22,20
granite3.1-moe:3b-CoT,NA,60,16,24,60,16,24
granite3.1-moe:3b-CoT,NA,60,24,16,60,24,16
granite3.1-moe:3b-CoT,NA,44,24,32,44,24,32
granite3.1-moe:3b-CoT,NA,50,18,32,50,18,32
granite3.1-moe:3b-CoT,NA,50,20,30,50,20,30
granite3.1-moe:3b-CoT,NA,58,20,22,58,20,22
granite3.1-moe:3b-CoT,NA,58,14,28,58,14,28
granite3.1-moe:3b-CoT,NA,48,28,24,48,28,24
granite3.1-moe:3b-CoT,NA,40,24,36,40,24,36
granite3.1-moe:3b-CoT,NA,48,28,24,48,28,24
granite3.1-moe:3b-CoT,NA,50,16,34,50,16,34
granite3.1-dense:8b-CoT,NA,56.66666667,23.33333333,20,30,40,30
granite3.1-dense:8b-CoT,NA,73.33333333,13.33333333,13.33333333,43.33333333,20,36.66666667
granite3.1-dense:8b-CoT,NA,53.33333333,20,26.66666667,23.33333333,40,36.66666667
granite3.1-dense:8b-CoT,NA,40,23.33333333,36.66666667,43.33333333,16.66666667,40
granite3.1-dense:8b-CoT,NA,50,36.66666667,13.33333333,36.66666667,33.33333333,30
granite3.1-dense:8b-CoT,NA,50,26.66666667,23.33333333,40,33.33333333,26.66666667
granite3.1-dense:8b-CoT,NA,66.66666667,13.33333333,20,46.66666667,33.33333333,20
granite3.1-dense:8b-CoT,NA,50,30,20,43.33333333,26.66666667,30
granite3.1-dense:8b-CoT,NA,46.66666667,16.66666667,36.66666667,46.66666667,26.66666667,26.66666667
granite3.1-dense:8b-CoT,NA,33.33333333,46.66666667,20,36.66666667,26.66666667,36.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,6.666666667,36.66666667,23.33333333,36.66666667,40
granite3.1-dense:8b-CoT,NA,53.33333333,30,16.66666667,33.33333333,26.66666667,40
granite3.1-dense:8b-CoT,NA,60,23.33333333,16.66666667,36.66666667,26.66666667,36.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,26.66666667,16.66666667,43.33333333,23.33333333,33.33333333
granite3.1-dense:8b-CoT,NA,63.33333333,16.66666667,20,10,36.66666667,53.33333333
granite3.1-dense:8b-CoT,NA,53.33333333,23.33333333,23.33333333,40,20,40
granite3.1-dense:8b-CoT,NA,50,16.66666667,33.33333333,33.33333333,26.66666667,40
granite3.1-dense:8b-CoT,NA,53.33333333,16.66666667,30,43.33333333,23.33333333,33.33333333
granite3.1-dense:8b-CoT,NA,66.66666667,20,13.33333333,46.66666667,20,33.33333333
granite3.1-dense:8b-CoT,NA,56.66666667,10,33.33333333,43.33333333,13.33333333,43.33333333
granite3.1-dense:8b-CoT,NA,56.66666667,13.33333333,30,33.33333333,23.33333333,43.33333333
granite3.1-dense:8b-CoT,NA,63.33333333,20,16.66666667,40,20,40
granite3.1-dense:8b-CoT,NA,50,23.33333333,26.66666667,33.33333333,36.66666667,30
granite3.1-dense:8b-CoT,NA,60,20,20,26.66666667,30,43.33333333
granite3.1-dense:8b-CoT,NA,33.33333333,30,36.66666667,46.66666667,20,33.33333333
granite3.1-dense:8b-CoT,NA,46.66666667,26.66666667,26.66666667,53.33333333,20,26.66666667
granite3.1-dense:8b-CoT,NA,53.33333333,16.66666667,30,50,30,20
granite3.1-dense:8b-CoT,NA,53.33333333,23.33333333,23.33333333,20,30,50
granite3.1-dense:8b-CoT,NA,60,16.66666667,23.33333333,46.66666667,20,33.33333333
granite3.1-dense:8b-CoT,NA,53.33333333,16.66666667,30,33.33333333,30,36.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,30,13.33333333,43.33333333,26.66666667,30
granite3.1-dense:8b-CoT,NA,53.33333333,30,16.66666667,53.33333333,10,36.66666667
granite3.1-dense:8b-CoT,NA,73.33333333,10,16.66666667,33.33333333,20,46.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,13.33333333,30,33.33333333,36.66666667,30
granite3.1-dense:8b-CoT,NA,66.66666667,16.66666667,16.66666667,30,40,30
granite3.1-dense:8b-CoT,NA,70,20,10,43.33333333,20,36.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,16.66666667,26.66666667,50,16.66666667,33.33333333
granite3.1-dense:8b-CoT,NA,63.33333333,23.33333333,13.33333333,53.33333333,26.66666667,20
granite3.1-dense:8b-CoT,NA,43.33333333,26.66666667,30,50,23.33333333,26.66666667
granite3.1-dense:8b-CoT,NA,50,26.66666667,23.33333333,40,23.33333333,36.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,20,23.33333333,43.33333333,20,36.66666667
granite3.1-dense:8b-CoT,NA,63.33333333,10,26.66666667,46.66666667,20,33.33333333
granite3.1-dense:8b-CoT,NA,50,20,30,50,20,30
granite3.1-dense:8b-CoT,NA,40,16.66666667,43.33333333,46.66666667,33.33333333,20
granite3.1-dense:8b-CoT,NA,53.33333333,20,26.66666667,56.66666667,16.66666667,26.66666667
granite3.1-dense:8b-CoT,NA,63.33333333,10,26.66666667,13.33333333,36.66666667,50
granite3.1-dense:8b-CoT,NA,63.33333333,30,6.666666667,50,16.66666667,33.33333333
granite3.1-dense:8b-CoT,NA,56.66666667,16.66666667,26.66666667,40,16.66666667,43.33333333
granite3.1-dense:8b-CoT,NA,56.66666667,26.66666667,16.66666667,53.33333333,26.66666667,20
granite3.1-dense:8b-CoT,NA,66.66666667,6.666666667,26.66666667,43.33333333,23.33333333,33.33333333
granite3.1-dense:8b-CoT,NA,46.66666667,13.33333333,40,60,16.66666667,23.33333333
granite3.1-dense:8b-CoT,NA,60,20,20,40,20,40
granite3.1-dense:8b-CoT,NA,70,20,10,40,23.33333333,36.66666667
granite3.1-dense:8b-CoT,NA,43.33333333,30,26.66666667,46.66666667,26.66666667,26.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,20,23.33333333,33.33333333,33.33333333,33.33333333
granite3.1-dense:8b-CoT,NA,63.33333333,6.666666667,30,46.66666667,20,33.33333333
granite3.1-dense:8b-CoT,NA,36.66666667,30,33.33333333,43.33333333,36.66666667,20
granite3.1-dense:8b-CoT,NA,46.66666667,30,23.33333333,53.33333333,20,26.66666667
granite3.1-dense:8b-CoT,NA,53.33333333,33.33333333,13.33333333,36.66666667,40,23.33333333
granite3.1-dense:8b-CoT,NA,53.33333333,26.66666667,20,40,40,20
granite3.1-dense:8b-CoT,NA,46.66666667,26.66666667,26.66666667,40,20,40
granite3.1-dense:8b-CoT,NA,50,13.33333333,36.66666667,33.33333333,26.66666667,40
granite3.1-dense:8b-CoT,NA,60,13.33333333,26.66666667,53.33333333,30,16.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,33.33333333,10,30,46.66666667,23.33333333
granite3.1-dense:8b-CoT,NA,70,13.33333333,16.66666667,40,20,40
granite3.1-dense:8b-CoT,NA,43.33333333,26.66666667,30,30,36.66666667,33.33333333
granite3.1-dense:8b-CoT,NA,40,33.33333333,26.66666667,43.33333333,20,36.66666667
granite3.1-dense:8b-CoT,NA,50,20,30,46.66666667,26.66666667,26.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,20,23.33333333,33.33333333,20,46.66666667
granite3.1-dense:8b-CoT,NA,60,13.33333333,26.66666667,46.66666667,23.33333333,30
granite3.1-dense:8b-CoT,NA,53.33333333,26.66666667,20,46.66666667,13.33333333,40
granite3.1-dense:8b-CoT,NA,46.66666667,20,33.33333333,40,23.33333333,36.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,26.66666667,16.66666667,43.33333333,33.33333333,23.33333333
granite3.1-dense:8b-CoT,NA,70,13.33333333,16.66666667,30,36.66666667,33.33333333
granite3.1-dense:8b-CoT,NA,50,16.66666667,33.33333333,36.66666667,23.33333333,40
granite3.1-dense:8b-CoT,NA,66.66666667,20,13.33333333,43.33333333,33.33333333,23.33333333
granite3.1-dense:8b-CoT,NA,53.33333333,10,36.66666667,50,10,40
granite3.1-dense:8b-CoT,NA,63.33333333,23.33333333,13.33333333,53.33333333,23.33333333,23.33333333
granite3.1-dense:8b-CoT,NA,43.33333333,20,36.66666667,36.66666667,30,33.33333333
granite3.1-dense:8b-CoT,NA,46.66666667,26.66666667,26.66666667,40,16.66666667,43.33333333
granite3.1-dense:8b-CoT,NA,43.33333333,30,26.66666667,36.66666667,33.33333333,30
granite3.1-dense:8b-CoT,NA,40,23.33333333,36.66666667,46.66666667,23.33333333,30
granite3.1-dense:8b-CoT,NA,63.33333333,10,26.66666667,46.66666667,26.66666667,26.66666667
granite3.1-dense:8b-CoT,NA,60,16.66666667,23.33333333,43.33333333,6.666666667,50
granite3.1-dense:8b-CoT,NA,66.66666667,10,23.33333333,30,30,40
granite3.1-dense:8b-CoT,NA,60,16.66666667,23.33333333,30,40,30
granite3.1-dense:8b-CoT,NA,46.66666667,30,23.33333333,26.66666667,33.33333333,40
granite3.1-dense:8b-CoT,NA,50,23.33333333,26.66666667,40,26.66666667,33.33333333
granite3.1-dense:8b-CoT,NA,50,30,20,43.33333333,23.33333333,33.33333333
granite3.1-dense:8b-CoT,NA,63.33333333,13.33333333,23.33333333,40,23.33333333,36.66666667
granite3.1-dense:8b-CoT,NA,60,20,20,40,33.33333333,26.66666667
granite3.1-dense:8b-CoT,NA,56.66666667,20,23.33333333,46.66666667,23.33333333,30
granite3.1-dense:8b-CoT,NA,60,16.66666667,23.33333333,36.66666667,20,43.33333333
granite3.1-dense:8b-CoT,NA,56.66666667,20,23.33333333,56.66666667,20,23.33333333
granite3.1-dense:8b-CoT,NA,36.66666667,33.33333333,30,40,30,30
granite3.1-dense:8b-CoT,NA,60,20,20,33.33333333,30,36.66666667
granite3.1-dense:8b-CoT,NA,60,23.33333333,16.66666667,36.66666667,20,43.33333333
granite3.1-dense:8b-CoT,NA,53.33333333,26.66666667,20,36.66666667,36.66666667,26.66666667
granite3.1-dense:8b-CoT,NA,53.33333333,16.66666667,30,46.66666667,23.33333333,30
granite3.1-dense:8b-CoT,NA,50,23.33333333,26.66666667,30,40,30
granite3.1-dense:8b-CoT,NA,33.33333333,26.66666667,40,43.33333333,20,36.66666667
granite3.1-dense:8b-CoT,NA,60,20,20,30,26.66666667,43.33333333
granite3.1-dense:8b-CoT,NA,50,20,30,53.33333333,23.33333333,23.33333333
granite3.1-dense:8b-CoT,NA,40,40,20,36.66666667,20,43.33333333
granite3.1-dense:8b-CoT,NA,46.66666667,20,33.33333333,43.33333333,30,26.66666667
